RegionID,RegionType,RegionName,Latitude,Longitude
3092,County,Fond du Lac County,43.7008379,-88.24611829999999
2578,County,Tompkins County,42.4575747,-76.5488232
1781,County,Houston County,32.4219655,-83.63484299999999
2624,County,Ashtabula County,41.9396982,-80.7214417
2283,County,Franklin County,40.0154745,-82.99316069999999
362,County,Adams County,39.8398269,-104.1930918
429,County,Cecil County,39.5739403,-75.94632399999999
2997,County,Pennington County,43.8901111,-102.2547919
855,County,Bartow County,34.2660473,-84.8150781
1263,County,Newton County,33.5544296,-83.8473015
1856,County,Lenawee County,41.8433859,-84.01674229999999
1758,County,Hanover County,37.7772071,-77.5160788
1343,County,Putnam County,41.4351069,-73.7948516
112,County,Cass County,47.2144536,-94.2309171
2110,County,Yamhill County,45.1771983,-123.2395303
2039,County,Steuben County,42.321027,-77.3783789
2608,County,Albemarle County,38.0567092,-78.6114999
1554,County,Bradley County,35.1937778,-84.8567932
2724,County,Highlands County,27.3400286,-81.34002679999999
1261,County,Nevada County,39.1346666,-121.1710389
2924,County,Eau Claire County,44.7683909,-91.28910359999999
2598,County,Wicomico County,38.3941813,-75.667356
1911,County,Madison County,38.9041402,-89.9253233
2667,County,Cleveland County,35.361354,-81.6035062
3290,County,Fairbanks North Star Borough,64.9526102,-146.4744155
2174,County,Cape May County,39.105884,-74.8273184
3184,County,Roanoke City,37.2709704,-79.9414266
1652,County,Daviess County,37.7307984,-87.10237459999999
2674,County,Craighead County,35.8260959,-90.6773046
906,County,Cabell County,38.43919270000001,-82.25832969999999
2774,County,Lafourche Parish,29.6952295,-90.52578229999999
512,County,Floyd County,34.2828967,-85.2308414
2966,County,Monongalia County,39.6695849,-79.96403389999999
1718,County,Garland County,34.5559285,-93.17796589999999
256,County,Nash County,35.9597948,-77.973865
1707,County,Flagler County,29.4086072,-81.2518833
3260,County,Portsmouth City,36.8354258,-76.2982742
1905,County,Madison County,38.9041402,-89.9253233
1415,County,Sutter County,39.0219764,-121.6739371
2686,County,Dougherty County,31.5439375,-84.2278796
3244,County,Northumberland County,40.86743389999999,-76.6874701
2984,County,Montgomery County,39.1547426,-77.2405153
796,County,Wayne County,42.2790746,-83.33618799999999
1683,County,Dubuque County,42.4694679,-90.8294002
3012,County,Rockingham County,36.4335041,-79.8296743
1409,County,Sumter County,28.6747526,-82.08429009999999
1033,County,Geauga County,41.4641521,-81.20781640000001
3216,County,Pottawattamie County,41.3911501,-95.4777811
2405,County,Marshall County,41.303028,-86.3376761
2952,County,Lauderdale County,34.8840876,-87.658113
3044,County,Tuscarawas County,40.3978972,-81.42789839999999
399,County,Bowie County,33.4473287,-94.479976
2991,County,Orangeburg County,33.5635155,-81.0754657
1998,County,Roanoke County,37.2467123,-80.1205256
1848,County,Laramie County,41.4269559,-104.8454619
2386,County,Lawrence County,40.957855,-80.365865
924,County,Carver County,44.82543099999999,-93.7841503
2265,County,Flathead County,48.424152,-114.15315
416,County,Burke County,35.7616931,-81.73494199999999
2168,County,Campbell County,37.221014,-79.1096901
1376,County,Sevier County,35.8271682,-83.5070203
735,County,Story County,42.1040438,-93.5003454
2299,County,Gallatin County,45.5388865,-111.1194231
1326,County,Platte County,39.34756489999999,-94.7691586
2154,County,Buchanan County,39.6349791,-94.81059549999999
542,County,Grant County,47.1981147,-119.3732456
1729,County,Grafton County,43.9087929,-71.825994
3277,County,Matanuska Susitna Borough,62.2599347,-150.1729153
1788,County,Indiana County,40.6850762,-79.1096901
1610,County,Chemung County,42.1362071,-76.7798172
2235,County,Crawford County,41.6661391,-80.2767327
485,County,Dodge County,43.3994215,-88.7108964
1581,County,Calvert County,38.49495030000001,-76.5025742
2846,County,Sherburne County,45.4644612,-93.7298983
1142,County,Lapeer County,43.0482433,-83.1649001
649,County,Moore County,35.3674493,-79.4703885
2796,County,Mendocino County,39.5500194,-123.438353
3240,County,Grand Traverse County,44.687984,-85.52002399999999
338,County,Wood County,44.4747774,-90.0746767
1358,County,Rogers County,36.3898068,-95.6457951
2125,County,Angelina County,31.2704698,-94.645035
1961,County,Ozaukee County,43.3819496,-87.6186379
185,County,Hunt County,33.1967938,-96.15269850000001
2812,County,Muskingum County,39.9478393,-81.9534815
870,County,Benton County,46.3166362,-119.5021582
2514,County,Rockdale County,33.6752492,-84.0378894
3194,County,Suffolk City,36.7282054,-76.5835621
3126,County,Saint Croix County,45.0497844,-92.3875695
1469,County,Walton County,30.56401989999999,-86.17517590000001
2756,County,Jefferson County,39.5800298,-105.2662931
1929,County,Midland County,43.57509779999999,-84.3542049
3121,County,Saint Clair County,43.016179,-82.6483442
3187,County,Saint Landry Parish,30.6036535,-92.0665197
2163,County,Caldwell County,35.9227448,-81.5596427
1902,County,Madison County,38.9041402,-89.9253233
85,County,Lee County,26.6630286,-81.9534815
1945,County,Newport County,41.5016969,-71.2399037
1530,County,Bannock County,42.5836362,-112.1430215
2780,County,Limestone County,34.78000720000001,-86.9423801
1100,County,Howard County,39.2873463,-76.964306
2760,County,Josephine County,42.3447572,-123.4568737
2853,County,Talladega County,33.4231716,-86.1344697
1630,County,Clinton County,42.9663458,-84.5222189
1291,County,Orange County,33.7174708,-117.8311428
2902,County,Clearfield County,40.9519685,-78.5660852
2865,County,Vermilion County,40.122469,-87.697554
2783,County,Manitowoc County,44.1438879,-87.460397
1602,County,Cascade County,47.4688355,-111.5453228
2157,County,Burleigh County,47.0448552,-100.5049676
1495,County,Wilson County,35.6925497,-77.88245959999999
632,County,Maury County,35.6195242,-87.14228949999999
1647,County,Cullman County,34.2011537,-86.8220341
3088,County,Cattaraugus County,42.2318132,-78.74762079999999
2953,County,Lauderdale County,34.8840876,-87.658113
929,County,Cayuga County,42.7655231,-76.5488232
525,County,Glynn County,31.2624169,-81.6035062
1370,County,Scioto County,38.861065,-82.99316069999999
1003,County,Elmore County,43.1154284,-115.5264458
1990,County,Raleigh County,37.7381597,-81.2518833
2721,County,Henderson County,32.1321367,-95.81428849999999
1112,County,Island County,48.19765,-122.579457
2516,County,Rockwall County,32.8721646,-96.365157
2700,County,Frederick County,39.3844507,-77.4701972
1875,County,Lincoln County,35.4637028,-81.20781640000001
2294,County,Franklin County,40.0154745,-82.99316069999999
309,County,Ross County,39.3584253,-82.99316069999999
2553,County,Somerset County,40.5292099,-74.64004320000001
2567,County,Sullivan County,41.6897493,-74.7805192
2733,County,Jefferson County,39.5800298,-105.2662931
2659,County,Christian County,36.99764400000001,-93.17796589999999
2766,County,Kosciusko County,41.2864679,-85.84862360000001
670,County,Payne County,36.1449988,-97.0068393
3045,County,Twin Falls County,42.335252,-114.6758916
2195,County,Cheshire County,42.9259375,-72.236379
158,County,Erie County,42.9023958,-78.8661589
805,County,White County,34.6567728,-83.7199136
3084,County,Bartholomew County,39.206801,-85.8895551
2777,County,Lancaster County,40.8471492,-96.663812
2586,County,Valencia County,34.6743674,-106.6291304
3014,County,Rockingham County,36.4335041,-79.8296743
2860,County,Van Buren County,42.2459665,-86.0121573
3100,County,Leavenworth County,39.1713075,-95.01824599999999
137,County,Cole County,38.5052486,-92.2630393
2585,County,Umatilla County,45.7750424,-118.7606453
3237,County,Cape Girardeau County,37.3821319,-89.62516459999999
1861,County,Liberty County,30.1633593,-94.81059549999999
3243,County,Lynchburg City,37.4137536,-79.14224639999999
601,County,Lewis County,46.6195461,-122.4554639
1941,County,Natrona County,42.8313837,-106.912251
292,County,Polk County,27.8617347,-81.6911559
1643,County,Coryell County,31.4774358,-97.87216
1628,County,Clinton County,42.9663458,-84.5222189
2123,County,Anderson County,34.5528328,-82.6483442
2118,County,Allegany County,42.3129816,-78.0195387
1710,County,Forrest County,31.2148677,-89.28472510000002
1755,County,Hancock County,39.8249915,-85.84862360000001
337,County,Wood County,44.4747774,-90.0746767
514,County,Floyd County,34.2828967,-85.2308414
1338,County,Putnam County,41.4351069,-73.7948516
1565,County,Bullitt County,37.9842107,-85.684578
1276,County,Oconee County,34.74924500000001,-82.99316069999999
1533,County,Bastrop County,30.0458708,-97.35165579999999
2658,County,Christian County,36.99764400000001,-93.17796589999999
1523,County,Augusta County,38.2004562,-79.24511489999999
737,County,Surry County,36.3743453,-80.6770787
1909,County,Madison County,38.9041402,-89.9253233
1251,County,Nassau County,40.6546145,-73.55941279999999
1109,County,Iberia Parish,29.4992629,-91.7538817
1214,County,Monroe County,43.2841246,-77.7452081
2065,County,Wagoner County,35.91923970000001,-95.51973939999999
3163,County,Grays Harbor County,46.9953526,-123.7012468
932,County,Chelan County,47.9445331,-120.6749068
1345,County,Putnam County,41.4351069,-73.7948516
346,County,Yuba County,39.2547027,-121.3998995
2622,County,Aroostook County,46.819941,-68.4766064
834,County,Apache County,35.5313224,-109.3783206
2428,County,McKinley County,35.71524720000001,-108.2377519
1619,County,Clallam County,48.0405122,-124.016766
2281,County,Franklin County,40.0154745,-82.99316069999999
695,County,Riley County,39.3686475,-96.83509989999999
1656,County,De Kalb County,33.7956441,-84.2278796
2450,County,Muskogee County,35.7111198,-95.3102505
3031,County,Shiawassee County,42.949754,-84.1857115
1540,County,Belmont County,40.0325848,-80.89865019999999
2356,County,Isabella County,43.598799,-84.8567932
1566,County,Bulloch County,32.3595678,-81.77870209999999
531,County,Grant County,47.1981147,-119.3732456
1976,County,Portage County,44.4735957,-89.4742177
1751,County,Hancock County,39.8249915,-85.84862360000001
460,County,Creek County,35.8362494,-96.3226072
2749,County,Jefferson County,39.5800298,-105.2662931
2710,County,Greenwood County,34.1672949,-82.12783999999999
3178,County,Pottawatomie County,39.3976344,-96.3226072
852,County,Barrow County,34.0142667,-83.6986568
1492,County,Wilkes County,36.202858,-81.2518833
2336,County,Harrison County,30.432087,-89.0179332
2620,County,Armstrong County,40.8790518,-79.4703885
789,County,Wayne County,42.2790746,-83.33618799999999
1233,County,Morgan County,40.2989226,-103.7289167
1063,County,Greene County,39.697399,-83.8897057
1465,County,Walker County,30.6815394,-95.6457951
2917,County,Darlington County,34.3649897,-80.0087746
1538,County,Bedford County,37.2538794,-79.4703885
1149,County,Lonoke County,34.7591647,-91.9099238
1466,County,Walker County,30.6815394,-95.6457951
3015,County,Rutherford County,35.7724263,-86.3376761
574,County,Jones County,31.5343241,-89.1705998
2212,County,Columbia County,33.5098514,-82.25832969999999
2216,County,Columbia County,33.5098514,-82.25832969999999
356,County,Adams County,39.8398269,-104.1930918
578,County,Kauai County,21.9661076,-159.5737912
2785,County,Marquette County,46.644579,-87.5593823
756,County,Troup County,33.0698575,-85.02334599999999
1464,County,Walker County,30.6815394,-95.6457951
2942,County,James City County,37.3002132,-76.8028933
3093,County,Grand Forks County,48.0037819,-97.35945249999999
1852,County,Laurens County,34.5203466,-82.12783999999999
1170,County,Marion County,29.2787765,-82.12783999999999
2179,County,Carteret County,34.9019263,-76.5488232
1842,County,Klamath County,42.69527670000001,-121.6142133
3079,County,Williamson County,30.7591685,-97.69822719999999
2834,County,Robertson County,36.5250666,-86.86218269999999
976,County,Dallas County,32.8024682,-96.83509989999999
702,County,Salem County,39.5848777,-75.3878525
900,County,Butler County,39.440463,-84.5222189
1479,County,Warren County,39.4241422,-84.1857115
931,County,Chaves County,33.4757392,-104.4723301
2335,County,Harrison County,30.432087,-89.0179332
2789,County,McCracken County,37.03306070000001,-88.7108964
345,County,York County,34.9871367,-81.2518833
2961,County,Livingston County,42.6207951,-83.8473015
3248,County,Saint Francois County,37.7652755,-90.4879916
915,County,Carbon County,40.901975,-75.667356
2261,County,Fauquier County,38.7208787,-77.79097759999999
276,County,Pike County,41.3361875,-75.06111469999999
3190,County,San Patricio County,27.9999695,-97.5247243
841,County,Athens County,39.30303079999999,-82.12783999999999
77,County,Lea County,32.8968816,-103.3587288
217,County,Lake County,42.3689363,-87.8271534
3108,County,Nacogdoches County,31.6353071,-94.645035
2340,County,Herkimer County,43.1630587,-74.8741045
301,County,Reno County,37.9569553,-98.04651849999999
304,County,Rice County,44.2749995,-93.33889169999999
2554,County,Spalding County,33.2636732,-84.3121264
2891,County,Blue Earth County,43.9505132,-93.9878427
1605,County,Catoosa County,34.8981727,-85.14793639999999
567,County,Ionia County,42.9892119,-85.02334599999999
664,County,Otero County,32.6341716,-105.5943388
3176,County,Pittsylvania County,36.7440186,-79.4703885
1609,County,Chatham County,35.7211289,-79.17806999999999
1426,County,Tehama County,40.0982197,-122.174605
1859,County,Liberty County,30.1633593,-94.81059549999999
2012,County,Sampson County,34.9197548,-78.3842227
3258,County,Lewis and Clark County,47.2963974,-112.4029787
2443,County,Montcalm County,43.3057341,-85.1894045
3066,County,Washington County,44.8896877,-92.8577105
2214,County,Columbia County,33.5098514,-82.25832969999999
1985,County,Pulaski County,34.75386150000001,-92.2236667
142,County,Coos County,43.242897,-124.1057369
2149,County,Bradford County,29.97238179999999,-82.1713632
1745,County,Hamblen County,36.2054334,-83.2934086
2675,County,Crow Wing County,46.5957987,-94.1401699
2385,County,Lawrence County,40.957855,-80.365865
2201,County,Chippewa County,45.0673752,-91.2924666
1204,County,Mercer County,40.3028533,-74.7337069
1298,County,Otsego County,42.5779779,-75.06111469999999
314,County,Sauk County,43.4066375,-89.9253233
2226,County,Crawford County,41.6661391,-80.2767327
3067,County,Washington County,44.8896877,-92.8577105
820,County,Acadia Parish,30.2297347,-92.38136209999999
296,County,Pope County,45.5472257,-95.4363717
1838,County,Kershaw County,34.3671762,-80.5882803
325,County,Ward County,48.21474509999999,-101.5805256
2009,County,Rutland County,43.6448675,-72.99329689999999
3186,County,Saint Joseph County,41.6228085,-86.3376761
1435,County,Tipton County,35.5217179,-89.7379958
731,County,Starr County,26.6215167,-98.7481167
2525,County,Sandusky County,41.3559092,-83.12200740000002
214,County,Knox County,35.9874629,-83.9419784
630,County,Mason County,47.4251146,-123.1951376
2285,County,Franklin County,40.0154745,-82.99316069999999
1397,County,Stanly County,35.30145540000001,-80.23213129999999
2303,County,Garfield County,39.6584775,-107.763621
1795,County,Jackson County,38.9914998,-94.315422
1279,County,Oldham County,38.3560025,-85.47880649999999
1797,County,Jackson County,38.9914998,-94.315422
2928,County,Georgetown County,33.4213399,-79.29021329999999
1539,County,Belknap County,43.5024246,-71.4073938
1722,County,Genesee County,43.0777289,-83.67739279999999
2708,County,Granville County,36.2799451,-78.6114999
1890,County,Lowndes County,30.8600022,-83.2934086
2070,County,Warrick County,38.0736703,-87.2618328
565,County,Huron County,41.1266687,-82.6483442
3076,County,Washington County,44.8896877,-92.8577105
1147,County,Lenoir County,35.2326725,-77.6077865
382,County,Barry County,42.5354321,-85.35496499999999
333,County,Wise County,33.2895861,-97.69822719999999
1769,County,Haywood County,35.624394,-82.99316069999999
125,County,Clay County,29.9943564,-81.77870209999999
1144,County,Laurel County,37.0693489,-84.1857115
3147,County,Walla Walla County,46.23698419999999,-118.5854769
173,County,Hall County,34.30778,-83.804868
998,County,Duplin County,34.8840095,-78.0195387
2871,County,Whiteside County,41.7605503,-89.8505012
2124,County,Anderson County,34.5528328,-82.6483442
1436,County,Tooele County,40.507092,-113.0011989
1265,County,Newton County,33.5544296,-83.8473015
2219,County,Columbus County,34.2548658,-78.74762079999999
2866,County,Vermilion Parish,29.8601413,-92.38136209999999
86,County,Lee County,26.6630286,-81.9534815
1305,County,Oxford County,44.4906897,-70.7840564
923,County,Carter County,36.2638604,-82.12783999999999
280,County,Pike County,41.3361875,-75.06111469999999
883,County,Blount County,35.6710541,-83.8473015
2992,County,Otter Tail County,46.51894350000001,-95.8935983
2218,County,Columbia County,33.5098514,-82.25832969999999
1768,County,Hawkins County,36.4445545,-82.95015579999999
1374,County,Seneca County,42.7651891,-76.8720961
2099,County,Windsor County,43.4369244,-72.61511689999999
393,County,Boone County,38.9940572,-84.7315563
2687,County,Edgecombe County,35.8840053,-77.6536125
1175,County,Marion County,29.2787765,-82.12783999999999
2300,County,Garfield County,39.6584775,-107.763621
2292,County,Franklin County,40.0154745,-82.99316069999999
2915,County,Cumberland County,34.9542604,-78.74762079999999
2894,County,Broomfield County,39.9205411,-105.0866504
3115,County,Pearl River County,30.8034081,-89.62516459999999
2058,County,Tuscola County,43.5301144,-83.5070203
2479,County,Pickaway County,39.687828,-82.99316069999999
589,County,Lamar County,33.75694,-95.6457951
1364,County,Saline County,38.8174853,-97.69822719999999
1024,County,Fulton County,33.8033965,-84.3962535
1346,County,Putnam County,41.4351069,-73.7948516
3257,County,Kenai Peninsula Borough,60.0858486,-151.3822641
2584,County,Tuolumne County,38.029655,-119.9740534
2193,County,Cherokee County,34.2514526,-84.4802606
3087,County,Carson City,39.1637984,-119.7674034
3020,County,San Benito County,36.5760883,-120.9876321
1044,County,Gordon County,34.4891699,-84.8567932
1468,County,Walton County,30.56401989999999,-86.17517590000001
2060,County,Venango County,41.3896611,-79.8296743
3075,County,Washington County,44.8896877,-92.8577105
2171,County,Campbell County,37.221014,-79.1096901
1743,County,Halifax County,36.2646764,-77.6077865
3019,County,Saint Mary Parish,29.502976,-91.44346900000001
1082,County,Hardin County,30.364764,-94.315422
1524,County,Autauga County,32.5791817,-86.49965460000001
1636,County,Colbert County,34.7117567,-87.89424509999999
1753,County,Hancock County,39.8249915,-85.84862360000001
2417,County,Maverick County,28.7410473,-100.3497895
696,County,Roane County,35.836117,-84.56414699999999
392,County,Boone County,38.9940572,-84.7315563
561,County,Henry County,33.4347963,-84.14351359999999
1615,County,Chisago County,45.524828,-92.9550305
453,County,Coles County,39.5560011,-88.24611829999999
164,County,Gila County,33.6370567,-110.5215459
2757,County,Jefferson County,39.5800298,-105.2662931
259,County,Ogle County,41.9969811,-89.3226954
312,County,Rusk County,32.1741887,-94.81059549999999
1791,County,Jackson County,38.9914998,-94.315422
1519,County,Ashland County,40.9435588,-82.3017728
467,County,Darke County,40.1056572,-84.68974949999999
2005,County,Russell County,32.3552497,-85.1894045
208,County,Knox County,35.9874629,-83.9419784
798,County,Wayne County,42.2790746,-83.33618799999999
947,County,Coffee County,35.4576849,-86.05296039999999
3222,County,Saint Charles Parish,29.9273657,-90.3371889
1824,County,Johnson County,38.845412,-94.8520636
2862,County,Van Zandt County,32.4936974,-95.81428849999999
1872,County,Lincoln County,35.4637028,-81.20781640000001
527,County,Grady County,35.0472662,-97.87216
2074,County,Waupaca County,44.4705941,-89.0179332
1457,County,Vernon Parish,31.1320009,-93.17796589999999
773,County,Union County,34.9338651,-80.54384499999999
110,County,Cass County,47.2144536,-94.2309171
1986,County,Pulaski County,34.75386150000001,-92.2236667
1190,County,McMinn County,35.4037048,-84.6479124
2689,County,Effingham County,32.378148,-81.38393260000001
2551,County,Somerset County,40.5292099,-74.64004320000001
1313,County,Pender County,34.5170729,-77.8367282
491,County,Eagle County,39.576406,-106.7234639
3188,County,Saint Martin Parish,30.2395901,-91.7538817
249,County,Lyon County,38.9524739,-119.1390642
741,County,Taney County,36.6576378,-93.0175712
2287,County,Franklin County,40.0154745,-82.99316069999999
1498,County,Winona County,44.006499,-91.7538817
2880,County,Worcester County,38.1584227,-75.4344727
2753,County,Jefferson County,39.5800298,-105.2662931
2369,County,La Plata County,37.2125857,-107.763621
543,County,Grant County,47.1981147,-119.3732456
184,County,Hood County,32.4296296,-97.8286368
748,County,Tioga County,42.1256317,-76.3637285
2073,County,Watauga County,36.1941825,-81.73494199999999
3068,County,Washington County,44.8896877,-92.8577105
2907,County,Crittenden County,35.3021443,-90.37483540000001
2194,County,Cherokee County,34.2514526,-84.4802606
908,County,Camden County,39.8592439,-75.0143824
555,County,Henry County,33.4347963,-84.14351359999999
2186,County,Chenango County,42.4972314,-75.62080879999999
1853,County,LeFlore County,34.8622042,-94.645035
145,County,Dale County,31.4645298,-85.684578
2979,County,Montgomery County,39.1547426,-77.2405153
1068,County,Grundy County,41.3500531,-88.4016041
2244,County,Dearborn County,39.1713075,-84.981754
2637,County,Box Elder County,41.5380087,-113.1918021
945,County,Coffee County,35.4576849,-86.05296039999999
1559,County,Bristol County,41.7938406,-71.1448516
590,County,Lamar County,33.75694,-95.6457951
1536,County,Bedford County,37.2538794,-79.4703885
1794,County,Jackson County,38.9914998,-94.315422
1038,County,Gibson County,38.3338249,-87.5791287
1668,County,Dickson County,36.1459799,-87.30161319999999
205,County,Kerr County,30.0945305,-99.456155
103,County,Boyd County,38.3833265,-82.6915429
556,County,Henry County,33.4347963,-84.14351359999999
1387,County,Shelby County,35.1268552,-89.9253233
2215,County,Columbia County,33.5098514,-82.25832969999999
2224,County,Cortland County,42.5440918,-75.9927652
2279,County,Franklin County,40.0154745,-82.99316069999999
1060,County,Greene County,39.697399,-83.8897057
1624,County,Clinton County,42.9663458,-84.5222189
1580,County,Calumet County,44.1586082,-88.24611829999999
2119,County,Allegany County,42.3129816,-78.0195387
3273,County,Harrisonburg City,38.4495688,-78.8689155
2857,County,Val Verde County,29.8687682,-101.1617356
156,County,Elko County,41.2220182,-115.2837585
1476,County,Warren County,39.4241422,-84.1857115
2758,County,Jessamine County,37.895573,-84.56414699999999
1151,County,Loudon County,39.076767,-77.6536125
1944,County,Newaygo County,43.55935820000001,-85.76666449999999
1851,County,Laurens County,34.5203466,-82.12783999999999
465,County,Curry County,42.54405029999999,-124.2781761
2248,County,Delaware County,39.907793,-75.3878525
1598,County,Carroll County,39.5423418,-77.0564464
3118,County,Queen Annes County,39.0263572,-76.1319953
2396,County,Macoupin County,39.2375268,-89.9253233
2137,County,Beaufort County,32.2860396,-80.7214417
2293,County,Franklin County,40.0154745,-82.99316069999999
1942,County,Navarro County,32.0991878,-96.49297969999999
3034,County,Stephenson County,42.31448899999999,-89.62516459999999
2818,County,Oktibbeha County,33.3886689,-88.90306
922,County,Carter County,36.2638604,-82.12783999999999
654,County,Noble County,41.4277391,-85.35496499999999
662,County,Osage County,38.6009003,-95.6457951
3024,County,Santa Cruz County,37.0453988,-121.9579578
1401,County,Stokes County,36.4244396,-80.23213129999999
2772,County,Lafayette County,42.6293203,-90.0746767
710,County,Scott County,44.6834072,-93.54079089999999
3058,County,Washington Parish,30.80392599999999,-90.0746767
2408,County,Marshall County,41.303028,-86.3376761
1677,County,Douglas County,39.2587106,-104.9388853
2192,County,Cherokee County,34.2514526,-84.4802606
181,County,Hoke County,35.0432488,-79.24511489999999
1779,County,Hopkins County,33.2282942,-95.4777811
1713,County,Fremont County,38.5306514,-105.5005483
1869,County,Lincoln Parish,32.598888,-92.6983868
3157,County,Chesterfield County,37.3673217,-77.6077865
2240,County,Culpeper County,38.491821,-77.973865
2725,County,Hillsdale County,41.8685961,-84.5222189
1931,County,Mifflin County,40.652279,-77.6077865
2510,County,Richmond County,33.3205339,-82.08429009999999
76,County,Kay County,36.8234478,-97.179026
3104,County,Mississippi County,35.8279728,-90.0746767
1717,County,Gadsden County,30.5562947,-84.6479124
2718,County,Henderson County,32.1321367,-95.81428849999999
1471,County,Warren County,39.4241422,-84.1857115
1727,County,Goodhue County,44.4430251,-92.6983868
193,County,Iron County,37.7854715,-113.1918021
2381,County,Lawrence County,40.957855,-80.365865
2172,County,Campbell County,37.221014,-79.1096901
1562,County,Buffalo County,40.84102180000001,-99.1013498
1706,County,Fayette County,33.4502206,-84.4802606
1880,County,Lincoln County,35.4637028,-81.20781640000001
1192,County,Medina County,41.080133,-81.9534815
682,County,Perry County,40.371376,-77.2405153
2134,County,Auglaize County,40.5781556,-84.3542049
3285,County,Saint John the Baptist Parish,30.1118331,-90.4879916
2938,County,Huntingdon County,40.4155273,-78.0195387
851,County,Barron County,45.3607574,-91.77694799999999
611,County,Logan County,35.9404623,-97.5247243
2827,County,Pittsburg County,34.9879281,-95.81428849999999
1526,County,Baldwin County,30.6010744,-87.77633329999999
1545,County,Bingham County,43.2112303,-112.3624146
2643,County,Calaveras County,38.1960477,-120.6805037
2210,County,Colquitt County,31.2072856,-83.8473015
781,County,Vance County,36.3479057,-78.4297187
294,County,Polk County,27.8617347,-81.6911559
889,County,Branch County,41.8913835,-85.02334599999999
2752,County,Jefferson County,39.5800298,-105.2662931
1317,County,Phelps County,37.8806538,-91.7538817
2573,County,Tazewell County,40.5522078,-89.4742177
1537,County,Bedford County,37.2538794,-79.4703885
1113,County,Itasca County,47.5507924,-93.5683651
2558,County,Stephens County,34.5458998,-83.2934086
2421,County,McDowell County,35.6984405,-82.08429009999999
775,County,Union County,34.9338651,-80.54384499999999
2129,County,Atascosa County,28.8661281,-98.5721016
2548,County,Siskiyou County,41.7743261,-122.5770126
407,County,Brown County,44.45616740000001,-87.9334803
1881,County,Lincoln County,35.4637028,-81.20781640000001
2093,County,Whitman County,46.8363403,-117.5887295
1430,County,Thomas County,30.8417409,-83.8473015
1227,County,Monroe County,43.2841246,-77.7452081
1226,County,Monroe County,43.2841246,-77.7452081
2098,County,Windham County,41.8275622,-72.0468164
262,County,Ohio County,40.1111311,-80.610489
2139,County,Beltrami County,48.0370038,-94.82892389999999
1384,County,Shelby County,35.1268552,-89.9253233
2166,County,Callaway County,38.8886044,-91.9099238
295,County,Polk County,27.8617347,-81.6911559
1681,County,Douglas County,39.2587106,-104.9388853
3089,County,Cerro Gordo County,43.1543186,-93.20296750000001
909,County,Camden County,39.8592439,-75.0143824
90,County,Nye County,38.58071109999999,-116.0413889
1754,County,Hancock County,39.8249915,-85.84862360000001
152,County,Dunn County,44.909416,-91.9099238
974,County,Dallas County,32.8024682,-96.83509989999999
3036,County,Sweetwater County,41.8519395,-109.1880047
2234,County,Crawford County,41.6661391,-80.2767327
2566,County,Sullivan County,41.6897493,-74.7805192
1614,County,Chilton County,32.944392,-86.6611083
2343,County,Highland County,39.2228606,-83.5070203
2042,County,Stevens County,48.4558249,-117.9059909
3288,County,Charlottesville City,38.0293059,-78.47667810000002
1205,County,Miller County,33.3335556,-93.86553029999999
1185,County,McKean County,41.8133351,-78.4751945
1254,County,Nelson County,37.7478599,-78.8835548
1910,County,Madison County,38.9041402,-89.9253233
3142,County,Susquehanna County,41.745553,-75.8069082
1467,County,Waller County,29.9751629,-96.02557379999999
2015,County,Sanilac County,43.4069041,-82.7347142
3205,County,Danville City,36.5859718,-79.39502279999999
2713,County,Habersham County,34.6478893,-83.54965659999999
1497,County,Wilson County,35.6925497,-77.88245959999999
1954,County,Orleans County,43.4088624,-78.2020387
1926,County,Mecosta County,43.6201025,-85.35496499999999
902,County,Butler County,39.440463,-84.5222189
897,County,Burnet County,30.7270349,-98.2212979
2811,County,Muscatine County,41.5156913,-91.13530200000001
1025,County,Fulton County,33.8033965,-84.3962535
801,County,Wayne County,42.2790746,-83.33618799999999
1731,County,Gratiot County,43.2836505,-84.68974949999999
413,County,Bryan County,32.0236584,-81.47183869999999
2541,County,Sequoyah County,35.5155322,-94.7691586
1798,County,Jackson County,38.9914998,-94.315422
1096,County,Holmes County,40.5540928,-81.909826
946,County,Coffee County,35.4576849,-86.05296039999999
1336,County,Preble County,39.7778251,-84.68974949999999
2762,County,Kandiyohi County,45.11445519999999,-95.0155836
1658,County,De Kalb County,33.7956441,-84.2278796
1316,County,Pettis County,38.6893153,-93.33889169999999
850,County,Barren County,36.9676836,-85.84862360000001
2105,County,Wyoming County,42.64205200000001,-78.2020387
1052,County,Greene County,39.697399,-83.8897057
1385,County,Shelby County,35.1268552,-89.9253233
2625,County,Avoyelles Parish,30.9711824,-92.0665197
1631,County,Clinton County,42.9663458,-84.5222189
3030,County,Shenandoah County,38.8413778,-78.5660852
749,County,Tioga County,42.1256317,-76.3637285
336,County,Wood County,44.4747774,-90.0746767
2022,County,Shawano County,44.7683909,-88.7108964
997,County,Dubois County,38.357918,-86.8220341
2388,County,Lawrence County,40.957855,-80.365865
612,County,Logan County,35.9404623,-97.5247243
1481,County,Warren County,39.4241422,-84.1857115
2784,County,Marinette County,45.3581961,-88.0649606
761,County,Union County,34.9338651,-80.54384499999999
3038,County,Tallapoosa County,32.9201244,-85.84862360000001
2570,County,Suwannee County,30.24850959999999,-82.99316069999999
